customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status,total_value,customer_tenure_days
c6484,other,teenager,peshawar,2023-08-30,o10484,2024-11-01,pizza hut,pasta,dessert,1,806.58,wallet,3,2024-11-25,262,inactive,1,2025-05-18,delayed,806.58,453
c5981,male,adult,karachi,2023-11-21,o9981,2024-11-01,mcdonald's,fries,chinese,4,336.69,cash,14,2024-09-03,13,active,5,2024-08-25,cancelled,1346.76,287
c2468,female,teenager,karachi,2024-10-19,o6468,2024-11-01,mcdonald's,pizza,dessert,1,522.19,wallet,23,2025-01-02,396,inactive,2,2025-08-04,delivered,522.19,75
c2903,other,adult,islamabad,2023-10-10,o6903,2024-11-01,mcdonald's,fries,dessert,4,660.25,wallet,15,2024-11-11,3,inactive,5,2025-03-07,delivered,2641.0,398
c2935,male,adult,lahore,2024-12-31,o6935,2024-11-01,subway,sandwich,italian,5,459.28,wallet,36,2025-04-17,27,active,3,2025-02-08,cancelled,2296.3999999999996,107
c6965,other,adult,peshawar,2024-05-29,o10965,2024-11-01,pizza hut,burger,italian,2,1148.83,wallet,16,2025-01-22,470,inactive,5,2025-01-26,cancelled,2297.66,238
c4104,other,adult,islamabad,2024-07-15,o8104,2024-11-01,burger king,burger,chinese,5,1010.35,card,25,2025-03-19,175,active,1,2024-12-17,delayed,5051.75,247
c1483,other,adult,lahore,2023-11-03,o5483,2024-11-02,kfc,pasta,continental,1,859.38,cash,20,2025-02-07,288,inactive,1,2025-01-03,delayed,859.38,462
c4589,other,teenager,islamabad,2024-01-08,o8589,2024-11-02,burger king,pasta,fast food,4,401.6,card,40,2025-02-03,220,active,3,2024-12-31,cancelled,1606.4,392
c2509,male,teenager,islamabad,2025-06-23,o6509,2024-11-02,mcdonald's,pasta,italian,5,555.5,card,5,2025-07-07,231,inactive,3,2024-12-21,delayed,2777.5,14
c5315,other,teenager,karachi,2023-12-17,o9315,2024-11-02,burger king,pizza,dessert,1,640.23,card,37,2025-08-06,386,inactive,1,2025-05-28,delivered,640.23,598
c4272,female,senior,multan,2024-04-22,o8272,2024-11-02,pizza hut,pizza,chinese,3,248.1,card,38,2025-05-05,84,active,1,2024-10-14,cancelled,744.3,378
c2144,male,senior,multan,2024-06-18,o6144,2024-11-03,pizza hut,pasta,chinese,1,450.96,card,14,2024-11-27,345,inactive,3,2024-12-31,cancelled,450.96,162
c3590,female,senior,lahore,2024-03-25,o7590,2024-11-03,mcdonald's,pasta,continental,5,1170.5,card,34,2024-10-02,138,inactive,4,2024-11-10,cancelled,5852.5,191
c3166,male,teenager,islamabad,2024-02-23,o7166,2024-11-03,burger king,fries,italian,2,360.93,wallet,11,2025-02-03,410,inactive,4,2024-10-10,cancelled,721.86,346
c1618,male,adult,peshawar,2024-08-19,o5618,2024-11-03,mcdonald's,pizza,fast food,5,811.35,cash,20,2025-02-26,481,active,3,2025-04-18,delayed,4056.75,191
c1885,male,teenager,lahore,2024-04-05,o5885,2024-11-03,kfc,fries,fast food,2,670.59,cash,50,2025-07-15,247,inactive,5,2024-08-26,delayed,1341.18,466
c2246,other,senior,multan,2025-03-08,o6246,2024-11-03,pizza hut,burger,italian,4,814.44,card,36,2025-05-01,317,active,5,2025-07-18,cancelled,3257.76,54
c2251,male,teenager,lahore,2025-01-21,o6251,2024-11-03,burger king,fries,continental,2,721.87,wallet,31,2025-04-05,151,active,5,2025-04-19,cancelled,1443.74,74
c2680,male,senior,peshawar,2024-04-25,o6680,2024-11-03,kfc,fries,continental,2,219.83,card,20,2025-04-23,364,active,2,2024-12-31,delayed,439.66,363
c2969,other,teenager,peshawar,2023-10-27,o6969,2024-11-04,pizza hut,burger,fast food,3,956.69,wallet,10,2024-12-25,281,inactive,3,2024-12-22,delivered,2870.07,425
c4439,female,senior,karachi,2025-02-21,o8439,2024-11-04,kfc,fries,chinese,4,1071.31,card,19,2025-05-01,129,inactive,4,2024-08-23,delivered,4285.24,69
c1732,other,senior,peshawar,2024-11-24,o5732,2024-11-04,burger king,pasta,dessert,3,672.88,wallet,30,2024-12-19,199,inactive,2,2025-07-11,delivered,2018.6399999999999,25
c5551,female,senior,islamabad,2024-03-31,o9551,2024-11-04,burger king,pasta,continental,2,651.59,wallet,49,2024-10-30,337,inactive,1,2025-01-27,delivered,1303.18,213
c5685,male,teenager,peshawar,2024-08-15,o9685,2024-11-04,kfc,pizza,chinese,1,869.0,card,28,2025-02-06,37,active,3,2024-10-09,cancelled,869.0,175
c4389,other,senior,karachi,2024-09-30,o8389,2024-11-04,mcdonald's,pizza,dessert,4,174.11,card,31,2025-03-11,343,inactive,5,2024-11-16,delivered,696.44,162
c3817,male,adult,islamabad,2024-08-12,o7817,2024-11-04,subway,fries,fast food,5,650.3,cash,12,2024-12-14,440,inactive,3,2025-08-21,delivered,3251.5,124
c1036,male,adult,multan,2024-12-13,o5036,2024-11-04,kfc,pizza,chinese,5,1167.94,cash,14,2024-12-14,15,active,4,2025-06-03,delayed,5839.700000000001,1
c3596,other,adult,lahore,2025-01-30,o7596,2024-11-05,subway,pizza,continental,1,400.11,card,32,2025-07-27,53,inactive,1,2025-06-15,delivered,400.11,178
c2994,female,adult,multan,2024-02-17,o6994,2024-11-05,kfc,burger,continental,1,952.31,cash,23,2025-08-17,70,inactive,5,2025-03-04,cancelled,952.31,547
c2553,other,adult,peshawar,2024-10-04,o6553,2024-11-05,burger king,pasta,dessert,3,1012.99,wallet,1,2024-11-23,37,active,1,2025-01-14,cancelled,3038.9700000000003,50
c1200,female,adult,islamabad,2024-07-08,o5200,2024-11-05,subway,fries,italian,2,1393.02,card,6,2024-08-27,31,inactive,4,2025-06-25,delivered,2786.04,50
c1593,female,senior,peshawar,2025-04-07,o5593,2024-11-05,mcdonald's,burger,chinese,5,349.86,card,32,2025-05-01,153,inactive,1,2024-10-14,delayed,1749.3000000000002,24
c3380,other,teenager,karachi,2024-12-14,o7380,2024-11-05,subway,burger,chinese,5,591.48,cash,18,2025-05-06,218,active,5,2024-12-30,delivered,2957.4,143
c1825,other,senior,peshawar,2025-04-11,o5825,2024-11-06,subway,pizza,italian,3,1027.09,cash,17,2025-06-07,135,inactive,4,2024-11-22,delivered,3081.2699999999995,57
c2025,male,adult,multan,2025-05-05,o6025,2024-11-06,pizza hut,pizza,chinese,2,554.06,card,35,2025-06-15,487,active,4,2024-09-11,cancelled,1108.12,41
c1500,female,senior,islamabad,2025-02-11,o5500,2024-11-06,kfc,sandwich,italian,2,1391.72,cash,18,2025-03-03,299,inactive,4,2025-02-06,cancelled,2783.44,20
c6877,other,adult,multan,2023-12-29,o10877,2024-11-06,subway,pizza,italian,5,1364.43,cash,36,2025-07-22,448,inactive,4,2024-11-09,delayed,6822.150000000001,571
c2669,female,senior,multan,2024-09-18,o6669,2024-11-06,pizza hut,sandwich,fast food,4,1296.23,card,16,2025-06-04,483,active,3,2025-01-01,delivered,5184.92,259
c2830,female,senior,peshawar,2023-10-13,o6830,2024-11-06,kfc,burger,chinese,2,861.8,cash,35,2025-06-20,197,inactive,5,2024-09-30,cancelled,1723.6,616
c4330,male,adult,lahore,2024-05-25,o8330,2024-11-07,mcdonald's,fries,continental,4,1309.59,cash,11,2025-07-06,174,inactive,4,2025-06-17,delayed,5238.36,407
c6001,other,teenager,peshawar,2024-07-31,o10001,2024-11-07,mcdonald's,pasta,chinese,3,847.29,cash,31,2024-11-20,171,active,5,2025-05-13,delivered,2541.87,112
c6586,female,senior,islamabad,2023-10-04,o10586,2024-11-07,burger king,sandwich,italian,4,1466.81,cash,7,2025-06-21,11,inactive,1,2024-08-21,delayed,5867.24,626
c2321,male,adult,islamabad,2024-12-01,o6321,2024-11-07,subway,fries,chinese,3,926.68,wallet,43,2025-07-02,201,inactive,3,2024-12-06,cancelled,2780.04,213
c1522,female,senior,karachi,2025-06-28,o5522,2024-11-07,kfc,sandwich,italian,1,352.75,wallet,44,2025-08-14,487,inactive,2,2024-10-12,delivered,352.75,47
c5665,male,teenager,multan,2023-09-10,o9665,2024-11-07,burger king,fries,chinese,5,1367.94,card,23,2024-08-25,418,inactive,2,2025-02-26,delivered,6839.700000000001,350
c4079,female,teenager,karachi,2023-09-10,o8079,2024-11-07,pizza hut,pasta,fast food,4,1164.42,wallet,3,2025-01-09,236,inactive,5,2024-12-17,delivered,4657.68,487
c3019,female,senior,peshawar,2025-03-31,o7019,2024-11-08,pizza hut,pasta,continental,1,935.89,wallet,18,2025-05-19,350,inactive,3,2024-10-21,cancelled,935.89,49
c3223,female,adult,islamabad,2024-04-19,o7223,2024-11-08,pizza hut,burger,italian,4,1409.75,cash,9,2024-11-29,136,inactive,4,2024-12-31,delivered,5639.0,224
c5426,other,adult,multan,2024-08-25,o9426,2024-11-08,kfc,pizza,continental,1,784.4,wallet,36,2025-07-17,172,inactive,1,2025-07-05,cancelled,784.4,326
c2666,female,teenager,karachi,2024-08-22,o6666,2024-11-08,subway,fries,dessert,5,383.11,card,39,2025-08-02,369,active,3,2025-02-24,delivered,1915.5500000000002,345
c1000,female,teenager,peshawar,2024-06-14,o5000,2024-11-08,pizza hut,pasta,italian,1,1210.1,wallet,26,2025-04-17,89,inactive,5,2024-09-30,cancelled,1210.1,307
c5799,other,adult,islamabad,2025-02-13,o9799,2024-11-08,pizza hut,burger,dessert,3,1343.28,cash,48,2025-05-26,157,inactive,5,2024-12-24,delivered,4029.84,102
c4136,female,senior,lahore,2024-02-21,o8136,2024-11-08,mcdonald's,pasta,italian,2,190.18,cash,25,2025-04-26,316,inactive,4,2025-05-24,delivered,380.36,430
c1859,male,senior,islamabad,2023-10-17,o5859,2024-11-08,burger king,fries,dessert,2,1458.01,cash,40,2024-09-16,375,inactive,5,2025-02-02,delayed,2916.02,335
c6542,other,senior,islamabad,2023-10-14,o10542,2024-11-08,burger king,pizza,chinese,3,995.93,wallet,17,2024-08-30,244,inactive,3,2024-09-20,cancelled,2987.79,321
c1357,male,adult,multan,2025-02-06,o5357,2024-11-09,burger king,pizza,fast food,1,438.87,card,29,2025-08-17,450,inactive,1,2024-12-16,delayed,438.87,192
c3518,other,adult,multan,2025-05-19,o7518,2024-11-09,subway,sandwich,italian,5,321.03,card,19,2025-07-28,485,active,1,2024-12-21,delayed,1605.1499999999999,70
c1292,female,senior,lahore,2023-09-07,o5292,2024-11-10,mcdonald's,pasta,italian,5,276.19,card,28,2024-09-28,45,inactive,5,2025-01-30,delivered,1380.95,387
c6109,female,adult,lahore,2024-09-17,o10109,2024-11-10,burger king,pizza,dessert,4,978.28,cash,24,2025-06-02,317,inactive,2,2025-04-08,delivered,3913.12,258
c4762,female,senior,lahore,2024-12-30,o8762,2024-11-10,mcdonald's,sandwich,chinese,1,270.97,cash,41,2025-01-06,358,inactive,3,2025-03-09,delayed,270.97,7
c3456,female,adult,lahore,2023-08-25,o7456,2024-11-10,mcdonald's,burger,chinese,2,1013.78,cash,20,2025-05-23,433,inactive,5,2025-04-16,delivered,2027.56,637
c6774,male,adult,peshawar,2024-03-14,o10774,2024-11-11,pizza hut,pasta,chinese,3,1048.82,wallet,16,2025-03-11,118,active,4,2024-12-23,cancelled,3146.46,362
c6505,other,senior,multan,2024-09-18,o10505,2024-11-11,burger king,burger,italian,5,1334.61,card,50,2025-04-13,245,active,4,2024-12-20,delivered,6673.049999999999,207
c3340,other,adult,lahore,2024-11-09,o7340,2024-11-11,pizza hut,sandwich,chinese,5,886.08,cash,49,2025-05-03,246,inactive,3,2025-06-26,delivered,4430.400000000001,175
c3158,male,adult,islamabad,2024-10-07,o7158,2024-11-11,mcdonald's,pasta,dessert,2,449.86,wallet,28,2025-04-22,269,inactive,4,2025-07-09,delayed,899.72,197
c5738,other,senior,karachi,2025-05-14,o9738,2024-11-11,subway,pasta,continental,3,1204.37,cash,3,2025-07-08,214,inactive,3,2025-01-17,delayed,3613.1099999999997,55
c3809,male,adult,karachi,2024-01-02,o7809,2024-11-11,pizza hut,burger,chinese,3,600.5,wallet,42,2025-04-03,187,active,2,2025-05-13,cancelled,1801.5,457
c5624,female,teenager,multan,2024-08-28,o9624,2024-11-11,subway,pizza,dessert,4,1411.33,cash,46,2025-06-06,302,active,5,2025-05-13,delivered,5645.32,282
c4533,female,senior,lahore,2023-10-26,o8533,2024-11-12,burger king,pasta,italian,4,740.26,wallet,37,2025-01-14,46,inactive,1,2024-12-23,cancelled,2961.04,446
c6956,female,adult,lahore,2024-08-26,o10956,2024-11-12,burger king,sandwich,dessert,3,467.05,cash,46,2024-12-10,99,inactive,5,2024-10-07,delayed,1401.15,106
c5934,other,adult,lahore,2024-10-21,o9934,2024-11-12,burger king,fries,italian,4,1435.91,cash,29,2025-04-09,436,active,1,2025-08-09,delayed,5743.64,170
c2406,female,teenager,peshawar,2023-08-29,o6406,2024-11-12,burger king,fries,italian,3,1251.92,card,36,2025-07-20,128,inactive,1,2025-04-25,cancelled,3755.76,691
c2335,other,adult,karachi,2024-02-10,o6335,2024-11-12,pizza hut,sandwich,chinese,4,1074.15,card,16,2025-07-25,411,inactive,3,2025-06-21,cancelled,4296.6,531
c5968,other,teenager,peshawar,2023-12-22,o9968,2024-11-12,mcdonald's,sandwich,fast food,1,268.12,wallet,46,2025-05-22,58,active,4,2024-12-04,cancelled,268.12,517
c3058,female,teenager,lahore,2024-07-21,o7058,2024-11-12,mcdonald's,pasta,dessert,5,1244.15,cash,28,2025-04-28,323,inactive,2,2024-09-23,delivered,6220.75,281
c2059,male,adult,islamabad,2024-02-20,o6059,2024-11-12,subway,pizza,fast food,2,1163.14,wallet,41,2025-04-03,366,active,4,2025-02-04,delayed,2326.28,408
c1265,female,adult,multan,2025-05-27,o5265,2024-11-13,burger king,pasta,chinese,4,1064.83,cash,27,2025-08-14,250,inactive,5,2025-02-02,cancelled,4259.32,79
c4652,female,teenager,karachi,2024-12-13,o8652,2024-11-13,kfc,pasta,continental,1,783.85,wallet,11,2025-08-07,333,inactive,5,2024-11-01,delivered,783.85,237
c4805,male,adult,islamabad,2023-10-21,o8805,2024-11-13,subway,fries,fast food,4,1273.26,cash,50,2024-11-17,278,active,5,2024-11-22,delayed,5093.04,393
c1132,male,senior,karachi,2024-02-03,o5132,2024-11-14,burger king,fries,italian,4,1350.06,cash,5,2025-01-01,350,active,3,2025-07-26,delayed,5400.24,333
c6503,female,adult,lahore,2024-10-01,o10503,2024-11-14,burger king,pizza,fast food,3,803.18,card,41,2025-02-21,302,inactive,1,2024-10-22,delayed,2409.54,143
c1290,male,teenager,islamabad,2024-11-25,o5290,2024-11-14,mcdonald's,pizza,fast food,5,1183.7,card,2,2025-06-27,97,inactive,2,2025-08-02,delivered,5918.5,214
c1788,male,adult,karachi,2025-01-06,o5788,2024-11-14,subway,pasta,fast food,3,718.93,cash,9,2025-08-08,465,inactive,2,2024-09-25,delayed,2156.79,214
c6886,other,teenager,multan,2023-08-25,o10886,2024-11-14,kfc,burger,continental,3,1048.74,card,9,2024-11-26,388,inactive,3,2024-12-20,delivered,3146.2200000000003,459
c2695,female,teenager,multan,2024-08-13,o6695,2024-11-14,pizza hut,fries,dessert,5,1161.99,card,35,2025-03-03,311,inactive,1,2025-03-16,delivered,5809.95,202
c4663,male,senior,peshawar,2023-12-12,o8663,2024-11-14,burger king,pasta,fast food,4,1492.65,wallet,40,2025-01-05,421,active,4,2025-08-02,delivered,5970.6,390
c1283,other,teenager,peshawar,2024-05-24,o5283,2024-11-14,kfc,pizza,fast food,3,472.78,wallet,31,2025-06-12,389,active,4,2024-10-17,cancelled,1418.34,384
c5171,other,teenager,multan,2024-01-03,o9171,2024-11-14,subway,burger,fast food,1,857.54,card,28,2024-09-23,8,active,2,2024-09-15,delayed,857.54,264
c3222,female,teenager,islamabad,2024-04-30,o7222,2024-11-14,pizza hut,sandwich,chinese,2,591.55,card,11,2025-03-06,355,inactive,2,2025-05-27,delayed,1183.1,310
c1139,other,senior,karachi,2025-02-05,o5139,2024-11-15,kfc,pizza,dessert,4,1473.63,cash,13,2025-06-25,391,active,3,2024-12-29,cancelled,5894.52,140
c4241,other,senior,multan,2023-09-19,o8241,2024-11-15,mcdonald's,pasta,dessert,3,819.64,card,48,2025-04-05,160,active,4,2025-01-21,delivered,2458.92,564
c4469,other,senior,multan,2024-07-23,o8469,2024-11-15,subway,fries,fast food,4,405.53,cash,17,2025-07-09,398,active,3,2024-10-15,delayed,1622.12,351
c6977,male,adult,islamabad,2025-02-18,o10977,2024-11-15,pizza hut,sandwich,chinese,4,1241.42,wallet,45,2025-05-14,28,active,2,2025-06-17,cancelled,4965.68,85
c4490,male,adult,islamabad,2024-07-31,o8490,2024-11-15,mcdonald's,burger,continental,2,549.02,wallet,37,2025-05-15,453,inactive,4,2024-09-28,cancelled,1098.04,288
c5017,female,adult,peshawar,2024-05-27,o9017,2024-11-15,kfc,pasta,fast food,1,812.25,wallet,3,2025-03-31,41,active,5,2025-02-12,delivered,812.25,308
c6204,male,adult,islamabad,2024-11-18,o10204,2024-11-15,subway,pizza,dessert,2,277.03,cash,14,2025-01-31,443,inactive,1,2024-11-13,delayed,554.06,74
c4083,female,teenager,lahore,2024-03-23,o8083,2024-11-15,burger king,sandwich,fast food,5,1438.22,wallet,19,2025-02-06,472,inactive,1,2025-06-04,delayed,7191.1,320
c5533,male,senior,karachi,2023-10-02,o9533,2024-11-16,pizza hut,burger,dessert,3,1038.27,card,20,2024-12-09,435,inactive,2,2024-12-15,delivered,3114.81,434
c5573,male,teenager,islamabad,2024-09-19,o9573,2024-11-16,kfc,pizza,chinese,4,203.09,wallet,44,2025-03-04,104,active,4,2025-07-11,delayed,812.36,166
c6100,male,adult,peshawar,2023-11-13,o10100,2024-11-16,subway,pizza,continental,3,1286.63,cash,46,2024-08-21,413,inactive,1,2025-06-24,delivered,3859.8900000000003,282
c5791,male,senior,karachi,2024-03-05,o9791,2024-11-16,burger king,pizza,dessert,5,348.1,cash,4,2025-01-08,233,inactive,2,2025-05-17,cancelled,1740.5,309
c5342,other,adult,peshawar,2023-08-27,o9342,2024-11-16,burger king,sandwich,chinese,4,291.85,wallet,22,2025-06-08,167,active,1,2025-07-12,delivered,1167.4,651
c2938,other,adult,lahore,2024-11-19,o6938,2024-11-16,subway,pasta,continental,4,389.67,cash,39,2025-06-04,137,inactive,5,2025-03-27,delivered,1558.68,197
c5882,male,teenager,multan,2024-09-07,o9882,2024-11-16,pizza hut,pizza,fast food,5,180.74,cash,7,2025-07-05,86,inactive,3,2024-08-22,cancelled,903.7,301
c4745,male,adult,lahore,2024-04-21,o8745,2024-11-16,mcdonald's,pasta,fast food,1,1477.18,card,30,2025-01-10,63,active,1,2024-12-17,delayed,1477.18,264
c6978,female,senior,peshawar,2024-08-19,o10978,2024-11-17,burger king,pizza,italian,2,1040.99,card,7,2025-07-13,266,active,1,2025-08-03,cancelled,2081.98,328
c1636,male,teenager,islamabad,2023-11-18,o5636,2024-11-17,kfc,sandwich,chinese,4,1279.27,cash,36,2024-12-18,415,inactive,1,2025-06-26,delayed,5117.08,396
c5258,male,senior,karachi,2024-01-08,o9258,2024-11-17,burger king,pizza,italian,5,1001.84,card,8,2025-06-29,450,active,1,2024-10-11,delivered,5009.2,538
c4484,male,teenager,islamabad,2024-01-19,o8484,2024-11-17,mcdonald's,sandwich,dessert,3,205.69,wallet,47,2024-12-04,234,inactive,1,2025-05-21,delayed,617.0699999999999,320
c1089,other,senior,multan,2024-04-16,o5089,2024-11-17,kfc,pizza,dessert,3,140.33,cash,5,2024-11-30,141,inactive,5,2025-02-12,delayed,420.99,228
c4990,male,adult,karachi,2025-06-29,o8990,2024-11-17,kfc,fries,italian,1,814.93,card,45,2025-07-18,73,active,4,2025-04-29,delayed,814.93,19
c1893,female,teenager,multan,2023-09-14,o5893,2024-11-17,subway,pasta,continental,3,1254.43,card,8,2025-02-06,174,inactive,5,2024-10-02,delayed,3763.29,511
c4599,female,adult,multan,2025-06-23,o8599,2024-11-18,kfc,sandwich,fast food,4,894.49,cash,43,2025-07-12,392,active,4,2024-10-03,delayed,3577.96,19
c6988,other,teenager,multan,2024-08-26,o10988,2024-11-18,burger king,pizza,chinese,5,147.72,wallet,30,2024-12-12,157,inactive,1,2024-11-02,delayed,738.6,108
c1346,other,senior,lahore,2024-11-05,o5346,2024-11-18,pizza hut,pizza,chinese,2,351.31,card,7,2024-12-27,439,active,2,2024-12-04,delayed,702.62,52
c4595,male,teenager,peshawar,2024-04-14,o8595,2024-11-18,burger king,pizza,chinese,1,990.53,cash,45,2025-05-11,215,inactive,4,2024-11-22,cancelled,990.53,392
c3945,male,adult,peshawar,2023-11-12,o7945,2024-11-18,mcdonald's,sandwich,fast food,2,1117.63,wallet,49,2025-02-24,13,inactive,3,2024-10-05,cancelled,2235.26,470
c3279,female,teenager,peshawar,2024-10-13,o7279,2024-11-18,mcdonald's,fries,chinese,1,1037.69,card,11,2025-01-14,1,active,5,2025-01-09,delayed,1037.69,93
c4847,male,teenager,islamabad,2024-05-12,o8847,2024-11-18,subway,pasta,dessert,5,169.76,card,26,2025-06-24,115,inactive,5,2025-03-13,cancelled,848.8,408
c4811,female,adult,multan,2024-07-22,o8811,2024-11-19,pizza hut,pasta,fast food,3,126.22,wallet,34,2025-06-16,433,active,4,2024-09-20,cancelled,378.65999999999997,329
c6113,male,adult,multan,2024-07-06,o10113,2024-11-19,kfc,pizza,italian,1,1370.11,wallet,3,2025-05-16,490,active,3,2024-09-02,delayed,1370.11,314
c5299,other,teenager,islamabad,2024-01-12,o9299,2024-11-19,pizza hut,pizza,chinese,1,684.82,cash,7,2025-06-19,439,inactive,4,2024-11-26,delivered,684.82,524
c4531,other,senior,islamabad,2024-09-13,o8531,2024-11-19,mcdonald's,pasta,italian,4,723.37,card,42,2024-12-11,283,active,4,2025-01-16,cancelled,2893.48,89
c2610,female,teenager,lahore,2023-09-20,o6610,2024-11-19,burger king,pasta,italian,2,1200.02,wallet,10,2024-12-26,163,active,3,2024-12-31,delayed,2400.04,463
c5384,male,adult,islamabad,2023-12-28,o9384,2024-11-19,pizza hut,fries,chinese,3,896.38,cash,28,2024-10-19,392,inactive,1,2025-02-11,delayed,2689.14,296
c2073,male,adult,karachi,2024-06-19,o6073,2024-11-19,subway,pizza,dessert,5,735.35,wallet,49,2025-01-18,103,inactive,5,2025-08-17,cancelled,3676.75,213
c5474,male,senior,islamabad,2024-07-18,o9474,2024-11-20,mcdonald's,burger,chinese,2,1194.42,cash,12,2025-06-19,387,active,3,2025-07-10,delivered,2388.84,336
c4154,other,senior,peshawar,2024-10-29,o8154,2024-11-20,kfc,fries,fast food,1,1445.68,card,25,2024-11-22,260,inactive,1,2025-06-13,delivered,1445.68,24
c1790,male,senior,lahore,2025-07-01,o5790,2024-11-20,mcdonald's,pasta,dessert,1,181.84,card,6,2025-08-15,63,active,2,2025-08-11,delayed,181.84,45
c5482,other,adult,islamabad,2025-04-06,o9482,2024-11-20,burger king,fries,dessert,4,1264.74,wallet,6,2025-05-21,341,inactive,4,2025-05-07,delivered,5058.96,45
c2526,other,senior,multan,2024-08-30,o6526,2024-11-20,burger king,burger,dessert,5,445.2,wallet,26,2025-07-05,250,inactive,5,2024-12-06,delivered,2226.0,309
c4978,male,senior,multan,2024-10-11,o8978,2024-11-20,subway,sandwich,italian,2,329.48,wallet,26,2025-05-01,417,inactive,5,2025-03-28,delayed,658.96,202
c3353,male,teenager,peshawar,2024-11-28,o7353,2024-11-20,burger king,pizza,italian,3,957.18,cash,17,2025-08-07,400,inactive,2,2025-04-10,delivered,2871.54,252
c5903,female,senior,lahore,2024-07-06,o9903,2024-11-20,subway,pizza,italian,1,932.04,cash,23,2025-03-26,299,inactive,2,2024-08-23,delivered,932.04,263
c2022,other,adult,peshawar,2024-09-12,o6022,2024-11-20,subway,fries,dessert,1,958.15,card,28,2025-02-03,195,active,1,2025-02-04,cancelled,958.15,144
c4304,male,adult,multan,2024-06-22,o8304,2024-11-21,burger king,sandwich,dessert,2,289.45,wallet,48,2025-03-23,290,inactive,5,2025-04-09,cancelled,578.9,274
c4692,female,adult,multan,2024-02-27,o8692,2024-11-21,kfc,burger,italian,5,492.96,wallet,16,2025-01-27,243,active,2,2025-06-04,cancelled,2464.7999999999997,335
c6334,female,senior,multan,2024-01-24,o10334,2024-11-21,burger king,sandwich,fast food,5,1097.32,cash,28,2025-07-12,14,active,1,2025-08-05,cancelled,5486.599999999999,535
c1061,other,senior,multan,2024-05-03,o5061,2024-11-21,subway,burger,fast food,2,524.22,cash,44,2025-03-11,351,active,1,2024-10-22,cancelled,1048.44,312
c5380,male,teenager,lahore,2025-02-10,o9380,2024-11-21,pizza hut,pasta,italian,4,1330.56,cash,26,2025-03-16,84,inactive,1,2024-09-21,cancelled,5322.24,34
c5550,female,adult,lahore,2024-10-18,o9550,2024-11-21,kfc,pasta,dessert,5,122.48,wallet,48,2024-12-30,343,inactive,2,2025-03-16,cancelled,612.4,73
c2250,male,adult,peshawar,2024-06-04,o6250,2024-11-22,pizza hut,burger,continental,3,1243.86,card,7,2024-09-14,42,inactive,5,2025-05-14,cancelled,3731.58,102
c1086,female,teenager,peshawar,2024-08-28,o5086,2024-11-22,kfc,pasta,chinese,2,1213.45,card,42,2025-07-13,220,active,3,2024-11-24,delayed,2426.9,319
c2615,other,senior,islamabad,2024-08-14,o6615,2024-11-22,mcdonald's,sandwich,fast food,1,1339.7,card,2,2025-01-08,254,active,4,2025-02-04,cancelled,1339.7,147
c1662,male,senior,karachi,2024-11-09,o5662,2024-11-22,burger king,burger,chinese,1,1282.69,card,32,2025-06-25,98,inactive,3,2025-02-24,delayed,1282.69,228
c5440,other,senior,multan,2024-07-24,o9440,2024-11-23,kfc,pasta,italian,3,498.08,cash,49,2024-10-26,7,inactive,5,2024-09-02,delivered,1494.24,94
c3789,female,adult,peshawar,2024-10-01,o7789,2024-11-23,burger king,sandwich,chinese,4,475.64,card,40,2025-05-05,102,active,4,2025-01-24,delivered,1902.56,216
c6905,other,teenager,lahore,2024-08-16,o10905,2024-11-23,subway,pasta,dessert,3,228.07,cash,2,2025-01-06,423,active,2,2024-12-30,cancelled,684.21,143
c1990,other,adult,multan,2024-12-04,o5990,2024-11-24,pizza hut,pasta,fast food,5,1450.74,wallet,41,2025-05-09,448,inactive,4,2024-12-06,delayed,7253.7,156
c3283,male,senior,lahore,2024-11-22,o7283,2024-11-24,pizza hut,pasta,dessert,4,899.68,wallet,25,2024-12-20,227,active,4,2024-12-31,delivered,3598.72,28
c2774,male,senior,peshawar,2023-11-04,o6774,2024-11-24,kfc,pizza,italian,3,579.57,card,13,2024-12-30,451,inactive,3,2025-07-19,delayed,1738.71,422
c5619,other,teenager,karachi,2024-11-08,o9619,2024-11-24,subway,fries,fast food,1,525.89,cash,35,2025-05-14,224,inactive,4,2024-09-09,delayed,525.89,187
c3922,female,teenager,multan,2024-05-17,o7922,2024-11-24,kfc,sandwich,chinese,2,1050.98,card,32,2025-05-30,175,active,3,2025-02-27,delivered,2101.96,378
c5885,male,adult,karachi,2024-02-07,o9885,2024-11-24,burger king,pizza,chinese,5,522.31,card,17,2025-08-11,188,inactive,5,2025-08-20,delivered,2611.5499999999997,551
c3534,female,adult,karachi,2023-08-27,o7534,2024-11-24,subway,fries,continental,2,726.74,wallet,3,2025-04-04,385,inactive,4,2024-11-06,delayed,1453.48,586
c1444,male,adult,multan,2024-05-26,o5444,2024-11-24,pizza hut,burger,fast food,1,868.17,card,5,2025-02-06,169,inactive,4,2025-05-14,delivered,868.17,256
c5308,other,teenager,karachi,2024-08-12,o9308,2024-11-24,kfc,pasta,dessert,2,179.09,cash,16,2024-09-06,291,active,2,2024-11-13,delivered,358.18,25
